Abdullah_Gul_0001.jpg,21,0,4,4,1
Abdullah_Gul_0002.jpg,21,0,4,4,0
Abdullah_Gul_0003.jpg,21,0,4,4,0
Abdullah_Gul_0004.jpg,21,0,4,4,1
Abdullah_Gul_0005.jpg,21,0,4,4,0
Abdullah_Gul_0006.jpg,21,0,4,4,0
Abdullah_Gul_0007.jpg,21,0,4,4,0
Abdullah_Gul_0008.jpg,21,0,4,4,0
Abdullah_Gul_0009.jpg,21,0,4,4,0
Abdullah_Gul_0010.jpg,21,0,4,4,0
Abdullah_Gul_0011.jpg,21,0,4,4,0
Abdullah_Gul_0012.jpg,21,0,4,4,0
Abdullah_Gul_0013.jpg,21,0,4,4,0
Abdullah_Gul_0014.jpg,21,0,4,4,0
Abdullah_Gul_0015.jpg,21,0,4,4,0
Abdullah_Gul_0016.jpg,21,0,4,4,0
Abdullah_Gul_0017.jpg,21,0,4,4,0
Abdullah_Gul_0018.jpg,21,0,4,4,2
Abdullah_Gul_0019.jpg,21,0,4,4,0
Alejandro_Toledo_0001.jpg,128,0,4,3,0
Alejandro_Toledo_0002.jpg,128,0,4,3,0
Alejandro_Toledo_0003.jpg,128,0,4,3,0
Alejandro_Toledo_0004.jpg,128,0,4,3,0
Alejandro_Toledo_0005.jpg,128,0,4,3,2
Alejandro_Toledo_0006.jpg,128,0,4,3,0
Alejandro_Toledo_0007.jpg,128,0,4,3,0
Alejandro_Toledo_0008.jpg,128,0,4,3,1
Alejandro_Toledo_0009.jpg,128,0,4,3,1
Alejandro_Toledo_0010.jpg,128,0,4,3,0
Alejandro_Toledo_0011.jpg,128,0,4,3,2
Alejandro_Toledo_0012.jpg,128,0,4,3,0
Alejandro_Toledo_0013.jpg,128,0,4,3,0
Alejandro_Toledo_0014.jpg,128,0,4,3,0
Alejandro_Toledo_0015.jpg,128,0,4,3,0
Alejandro_Toledo_0016.jpg,128,0,4,3,0
Alejandro_Toledo_0017.jpg,128,0,4,3,2
Alejandro_Toledo_0018.jpg,128,0,4,3,2
Alejandro_Toledo_0019.jpg,128,0,4,3,0
Alejandro_Toledo_0020.jpg,128,0,4,3,0
Alejandro_Toledo_0021.jpg,128,0,4,3,0
Alejandro_Toledo_0022.jpg,128,0,4,3,0
Alejandro_Toledo_0023.jpg,128,0,4,3,0
Alejandro_Toledo_0024.jpg,128,0,4,3,0
Alejandro_Toledo_0025.jpg,128,0,4,3,0
Alejandro_Toledo_0026.jpg,128,0,4,3,0
Alejandro_Toledo_0027.jpg,128,0,4,3,0
Alejandro_Toledo_0028.jpg,128,0,4,3,2
Alejandro_Toledo_0029.jpg,128,0,4,3,0
Alejandro_Toledo_0030.jpg,128,0,4,3,0
Alejandro_Toledo_0031.jpg,128,0,4,3,0
Alejandro_Toledo_0032.jpg,128,0,4,3,2
Alejandro_Toledo_0033.jpg,128,0,4,3,0
Alejandro_Toledo_0034.jpg,128,0,4,3,1
Alejandro_Toledo_0035.jpg,128,0,4,3,0
Alejandro_Toledo_0036.jpg,128,0,4,3,0
Alejandro_Toledo_0037.jpg,128,0,4,3,0
Alejandro_Toledo_0038.jpg,128,0,4,3,0
Alejandro_Toledo_0039.jpg,128,0,4,3,0
Alvaro_Uribe_0001.jpg,211,0,3,0,0
Alvaro_Uribe_0002.jpg,211,0,3,0,0
Alvaro_Uribe_0003.jpg,211,0,3,0,0
Alvaro_Uribe_0004.jpg,211,0,3,0,0
Alvaro_Uribe_0005.jpg,211,0,3,0,0
Alvaro_Uribe_0006.jpg,211,0,3,0,0
